{{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3283, 3284, 2875, 2875, 2880, 2877, 2878, 2882, 2872, 2871, 2872, 2882, 2876, 2882, 2876, 2880, 2882, 2875, 3883, 3887, 3889, 3884, 3885, 3879, 3879, 3891, 3883, 3891, 3884, 3881, 3888, 3879, 3881, 3885, 3889, 3887, 3561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3283, 3284, 4217, 4217, 3886, 3880, 3889, 3882, 4217, 4216, 2917, 4222, 4225, 4216, 4216, 4224, 3883, 3881, 3891, 3890, 3880, 2920, 2918, 3889, 3888, 3881, 3886, 3885, 3891, 3886, 3889, 3891, 3889, 3885, 3890, 3880, 3888, 3883, 3881, 3890, 3891, 3885},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3366, 3367, 3368, 3369, 2875, 2874, 2882, 2879, 2880, 2876, 2878, 2878, 2881, 2872, 2880, 2880, 2872, 2872, 2872, 3880, 3879, 3888, 3879, 3887, 3889, 3884, 3884, 3887, 3885, 3888, 3888, 3888, 3880, 3879, 3891, 3885, 3879, 3561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3367, 3368, 4223, 4217, 3882, 3891, 3888, 3880, 4223, 4219, 2922, 4219, 4219, 3881, 3891, 3879, 2923, 3885, 3882, 3885, 3879, 3879, 3881, 3886, 3886, 2923, 3880, 3891, 3879, 3884, 2917, 3889, 3881, 3891, 3891, 3884, 3881, 3889, 3885, 3882, 3891, 3888},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3451, 3452, 3453, 3454, 2872, 2878, 2879, 2872, 2882, 2880, 2880, 2879, 2878, 2878, 2871, 2873, 2873, 2872, 3888, 3882, 3887, 3883, 3888, 3880, 3891, 3887, 3884, 3886, 3889, 3885, 3890, 3891, 3889, 3889, 3880, 3885, 3561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3451, 3452, 3453, 3454, 3884, 2915, 3885, 3879, 3883, 3881, 3890, 4219, 2926, 3883, 2923, 3889, 3891, 3888, 3889, 3880, 3881, 3886, 3882, 3890, 2918, 3879, 3886, 3880, 3879, 3880, 3879, 3881, 3891, 3884, 3890, 3885, 3879, 3886, 3880, 3885, 3882, 3881},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3535, 3536, 3537, 3538, 2876, 2878, 2881, 2882, 2881, 2874, 2879, 2873, 2877, 2874, 2876, 2880, 2878, 2874, 3888, 3888, 3887, 3879, 3890, 3887, 3887, 3889, 3887, 3889, 3887, 3890, 3881, 3881, 3882, 3887, 3883, 3884, 3311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3535, 3536, 3537, 3538, 2916, 4226, 3882, 3886, 3885, 3889, 3886, 4215, 2916, 3884, 3885, 3880, 3881, 3890, 3883, 3879, 2926, 3889, 3891, 3890, 3889, 3881, 3889, 3889, 3880, 3884, 2924, 3881, 3891, 3889, 3879, 3881, 3890, 3884, 3887, 3880, 3879, 3889},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3619, 3620, 3621, 3622, 2882, 2881, 2873, 2871, 2881, 2880, 2881, 2876, 2872, 2881, 2875, 2877, 2873, 2881, 3883, 3887, 3880, 3879, 3887, 3890, 3885, 3886, 3889, 3891, 3884, 3884, 3888, 3885, 3890, 3882, 3393, 3394, 3395, 3396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3619, 3620, 3621, 3622, 2918, 4220, 3887, 3888, 3880, 3890, 3879, 4216, 3883, 3882, 3889, 4219, 3882, 3886, 3886, 3887, 3882, 3879, 3884, 3887, 3879, 3880, 2921, 3886, 3886, 3882, 3889, 3882, 3888, 2924, 3885, 3891, 2916, 3882, 3890, 3882, 3891, 3888},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3703, 3704, 3705, 2875, 2880, 2874, 2871, 2871, 2879, 2876, 2880, 2882, 2881, 2875, 2882, 2872, 2879, 2878, 3882, 3880, 3886, 3882, 3891, 3884, 3891, 3888, 3883, 3882, 3891, 3881, 3880, 3885, 3883, 3476, 3477, 3478, 3479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3703, 3704, 3705, 3706, 4226, 4224, 3885, 3887, 3889, 3881, 3890, 4220, 3891, 3882, 2916, 4219, 3879, 3891, 3888, 3885, 3882, 3880, 3881, 2917, 3881, 3885, 3886, 3887, 3880, 3890, 3883, 3879, 3882, 3889, 3888, 3891, 3883, 3885, 3884, 3887, 3891, 3885},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3787, 3788, 3789, 2875, 2880, 2875, 2875, 2878, 2878, 2876, 2875, 2873, 2871, 2872, 2875, 2880, 2872, 2879, 3891, 3886, 3889, 3884, 3890, 3885, 3881, 3890, 3883, 3888, 3879, 3880, 3880, 3886, 3882, 3560, 3561, 3562, 3563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3787, 3788, 3789, 2926, 4222, 4219, 4221, 4217, 4226, 4215, 2919, 4226, 4216, 2924, 4215, 2919, 3882, 3885, 3885, 3885, 3881, 3886, 3879, 3885, 3886, 3880, 3889, 3887, 3881, 3880, 3884, 3884, 3888, 2924, 3883, 3884, 3883, 3879, 3890, 3887, 3886, 3883},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3871, 3872, 3873, 3874, 2872, 2875, 2872, 2878, 2879, 2875, 2874, 2879, 2882, 2878, 2882, 2874, 2881, 2876, 3881, 3890, 3888, 3890, 3886, 3881, 3881, 3880, 3891, 3885, 3883, 3891, 3890, 3889, 3891, 3644, 3645, 3646, 3647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3871, 3872, 3873, 3874, 4223, 4218, 3886, 3891, 3880, 2916, 4218, 4221, 3880, 3886, 3886, 4226, 3881, 3886, 3885, 3889, 3882, 3888, 3887, 2915, 2917, 3885, 3880, 3888, 3885, 2926, 3890, 2921, 2916, 3881, 3888, 3889, 3882, 3885, 3879, 3881, 3880, 3887},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3283, 3284, 2877, 2874, 2872, 2876, 2880, 2879, 2877, 2880, 2877, 2876, 2872, 2878, 2876, 2878, 3885, 3881, 3884, 3889, 3881, 3889, 3889, 3879, 3891, 3881, 3883, 3879, 3889, 3881, 3888, 3728, 3729, 3730, 3731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4122, 4123, 4223, 4219, 3884, 3887, 2919, 3887, 4218, 2924, 3887, 3884, 3881, 4218, 3880, 3881, 3885, 2923, 3880, 2924, 3882, 3880, 2924, 2924, 3882, 3879, 3888, 3889, 3889, 3888, 3886, 3880, 3885, 3884, 3883, 3889, 3887, 3886, 3879, 3879},
            {0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3366, 3367, 3368, 2881, 2879, 2878, 2871, 2881, 2880, 2872, 2880, 2877, 2882, 2878, 2877, 2879, 2878, 3890, 3886, 3881, 3882, 3881, 3879, 3885, 3883, 3890, 3882, 3887, 3883, 3882, 3889, 3889, 3812, 3813, 3814, 3815, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4206, 4207, 4224, 4225, 3886, 2921, 2926, 3888, 4215, 4223, 4215, 4221, 4217, 4217, 3885, 3891, 3890, 3884, 3880, 2924, 3881, 3889, 3887, 3890, 3890, 3882, 3885, 3884, 3884, 3888, 3889, 3883, 3888, 3882, 3881, 3884, 3890, 3884, 3887, 3885},
